city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price
Mumbai,Chembur,Apartment,2406.5,3,2,2,2,10,Semi-Furnished,1,0,0,1,6.75,6.88,49686000
Mumbai,Bandra West,Apartment,482.4,1,1,7,10,5,Semi-Furnished,1,1,0,1,9.13,6.24,25252000
Pune,Wakad,Apartment,2333.0,4,4,3,3,19,Furnished,1,0,0,0,4.53,6.14,21750000
Nagpur,Wardha Road,Apartment,2783.9,4,3,10,12,0,Unfurnished,1,1,0,1,7.84,6.09,17168000
Mumbai,Mira Road,Apartment,2371.3,4,3,5,11,5,Unfurnished,1,0,0,1,8.37,7.46,27661000
Mumbai,Goregaon,Apartment,1582.8,3,2,4,7,6,Unfurnished,2,0,1,0,4.9,5.68,31583000
Nagpur,Manish Nagar,Apartment,2287.6,4,3,0,1,24,Unfurnished,1,0,0,1,8.13,6.32,11033000
Nagpur,Besa,Plot,3023.8,0,0,0,0,0,Unfurnished,0,0,0,0,5.76,2.93,8041000
Nagpur,Wardha Road,Apartment,2458.9,4,4,1,2,8,Semi-Furnished,2,0,0,1,9.44,4.22,15811000
Mumbai,Mira Road,Apartment,2762.3,4,4,11,15,2,Semi-Furnished,1,0,0,0,5.72,7.17,30374000
Nagpur,Hingna,Plot,1488.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.26,10.0,4273000
Pune,Wakad,Apartment,1021.2,2,1,0,7,10,Unfurnished,1,0,0,1,6.87,7.34,9908000
Nagpur,Manish Nagar,Apartment,1884.5,4,3,3,9,0,Semi-Furnished,0,0,0,1,8.97,6.19,12490000
Nagpur,Besa,Plot,1793.4,0,0,0,0,0,,1,0,0,0,8.17,7.07,5776000
Pune,Kothrud,Villa,2730.5,4,4,5,7,6,Furnished,1,1,1,0,6.53,7.12,48941000
Nagpur,Wardha Road,Plot,1723.0,0,0,0,0,0,Unfurnished,1,0,0,0,4.93,6.88,6487000
Nagpur,Manish Nagar,Apartment,1507.8,3,3,5,6,1,Semi-Furnished,1,0,0,0,5.38,5.69,9188000
Pune,Wagholi,Plot,1273.9,0,0,0,0,0,Unfurnished,0,0,0,0,6.34,6.62,5142000
Mumbai,Malad,Apartment,719.9,1,1,1,16,0,Unfurnished,0,1,1,0,10.0,5.37,13148000
Pune,Hinjewadi,Apartment,688.8,1,1,8,9,0,Furnished,2,1,0,1,2.79,5.81,7589000
Nagpur,Dharampeth,Apartment,2303.2,3,2,8,9,0,Furnished,1,0,0,1,6.45,4.6,19388000
Nagpur,Wardha Road,Apartment,906.7,2,1,10,13,6,Semi-Furnished,1,0,0,1,5.34,6.83,5698000
Nagpur,Civil Lines,Villa,793.6,1,1,2,7,4,Unfurnished,1,1,0,1,7.5,6.47,9789000
Mumbai,Mira Road,Villa,1565.6,3,2,16,21,3,Unfurnished,2,1,1,1,8.37,7.15,23556000
Mumbai,Malad,Villa,2457.2,4,4,3,5,16,Unfurnished,1,1,0,0,7.4,2.26,49990000
Pune,Baner,Villa,1404.9,2,1,0,7,15,Unfurnished,0,0,1,1,8.66,6.87,19699000
Pune,Baner,Apartment,405.3,1,1,0,1,5,Semi-Furnished,1,0,1,0,6.48,4.86,4599000
Nagpur,Wardha Road,Apartment,1101.6,2,2,1,2,1,Unfurnished,2,1,0,0,7.5,3.41,6224000
Mumbai,Malad,Plot,2628.2,0,0,0,0,0,Unfurnished,0,0,0,0,5.4,6.6,25770000
Pune,Wagholi,Apartment,2048.9,4,4,1,10,2,Semi-Furnished,2,0,0,1,6.27,9.18,13411000
Mumbai,Powai,Villa,1540.4,2,1,10,16,18,Unfurnished,1,0,0,0,7.35,4.88,45257000
Pune,Baner,Apartment,2090.9,3,2,6,6,3,Unfurnished,0,0,0,1,6.42,7.33,28476000
Mumbai,Goregaon,Apartment,1762.8,3,3,1,9,8,Semi-Furnished,2,1,0,0,5.35,2.3,37507000
Mumbai,Andheri West,Apartment,454.5,1,1,13,18,0,Furnished,0,1,0,1,6.87,5.22,15527000
Mumbai,Andheri West,Apartment,2625.0,5,4,5,10,0,Unfurnished,1,0,0,0,5.75,6.57,72377000
Pune,Hinjewadi,Plot,2331.7,0,0,0,0,0,Unfurnished,1,0,0,0,5.31,4.07,11137000
Pune,Wakad,Villa,717.0,2,2,6,10,6,Unfurnished,1,1,1,1,7.32,4.69,8173000
Nagpur,Dharampeth,Apartment,1395.6,4,3,2,6,10,Semi-Furnished,2,1,0,1,6.7,5.74,11839000
Pune,Kalyani Nagar,Apartment,2093.1,4,4,6,7,4,Semi-Furnished,1,0,0,1,6.49,4.46,31253000
Nagpur,Ramdaspeth,Apartment,2137.6,3,2,8,12,2,Semi-Furnished,1,1,0,1,6.44,6.58,21465000
Nagpur,Ramdaspeth,Apartment,1906.9,4,3,6,9,4,Unfurnished,0,1,1,0,7.38,5.36,16904000
Mumbai,Chembur,Apartment,1345.4,2,2,0,13,2,Furnished,0,0,0,1,7.69,5.11,35285000
Pune,Hadapsar,Apartment,2023.0,4,3,5,12,7,Furnished,2,1,0,1,6.69,3.57,17496000
Nagpur,Kalmna,Apartment,1295.0,2,2,3,9,9,Unfurnished,1,0,0,0,4.91,6.8,3769000
Pune,Wakad,Plot,3147.7,0,0,0,0,0,Unfurnished,0,0,0,0,3.79,6.28,19459000
Mumbai,Mira Road,Apartment,1361.0,2,1,10,16,10,Furnished,0,1,0,1,7.98,4.49,19773000
Pune,Kothrud,Apartment,1534.2,3,2,0,1,9,Semi-Furnished,1,1,0,1,3.43,6.5,13794000
Pune,Wakad,Villa,666.3,1,1,4,9,24,Unfurnished,1,1,1,1,4.13,8.13,6648000
Nagpur,Dharampeth,Apartment,511.3,1,1,1,7,1,Semi-Furnished,1,0,0,1,9.37,3.94,3868000
Pune,Kothrud,Apartment,1202.3,2,2,2,9,7,Unfurnished,1,1,0,0,1.67,5.73,13356000
Nagpur,Hingna,Villa,2423.5,5,4,8,10,10,Furnished,1,1,1,1,6.68,7.97,13488000
Pune,Wakad,Plot,3080.5,0,0,0,0,0,Unfurnished,1,0,0,0,5.77,5.35,22338000
Nagpur,Hingna,Apartment,2918.1,5,5,1,7,1,Unfurnished,1,1,0,1,7.62,7.61,12114000
Nagpur,Kalmna,Apartment,871.1,2,2,9,18,15,Semi-Furnished,1,1,0,1,3.63,2.11,2665000
Pune,Baner,Apartment,1425.0,2,2,0,3,7,Furnished,1,0,1,1,6.26,5.37,16344000
Mumbai,Powai,Apartment,320.0,1,1,7,12,10,Furnished,1,1,0,1,8.42,9.28,11214000
Pune,Kothrud,Apartment,1042.2,2,1,7,11,1,Unfurnished,0,0,0,1,6.36,6.5,11237000
Nagpur,Dharampeth,Villa,1798.9,3,3,5,6,35,Unfurnished,1,0,0,0,5.74,3.23,12944000
Nagpur,Ramdaspeth,Apartment,1362.0,3,3,4,5,2,Unfurnished,1,0,1,1,6.09,4.0,9933000
Pune,Wakad,Villa,1014.8,2,1,1,9,19,Unfurnished,2,0,0,1,9.23,5.61,10855000
Pune,Hinjewadi,Apartment,687.6,1,1,6,14,1,Unfurnished,0,0,0,1,5.71,7.25,7223000
Mumbai,Malad,Apartment,1628.2,3,2,4,21,1,Furnished,2,1,0,1,8.83,6.03,32438000
Pune,Wagholi,Apartment,1107.3,2,1,0,16,6,Unfurnished,1,1,0,1,6.49,2.99,6535000
Pune,Koregaon Park,Plot,1772.5,0,0,0,0,0,Unfurnished,1,0,0,0,5.35,5.79,17983000
Mumbai,Malad,Apartment,1798.7,3,3,7,14,9,Semi-Furnished,2,0,0,1,10.0,6.15,35809000
Mumbai,Powai,Plot,2526.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.82,8.45,48864000
Nagpur,Ramdaspeth,Apartment,1256.5,2,2,0,1,11,Semi-Furnished,1,1,0,1,4.43,5.49,9332000
Pune,Kothrud,Plot,1768.2,0,0,0,0,0,Unfurnished,0,0,0,0,8.34,6.14,14352000
Nagpur,Ramdaspeth,Apartment,2101.9,3,3,0,1,3,Unfurnished,1,0,0,1,8.22,4.46,17830000
Nagpur,Besa,Plot,3611.2,0,0,0,0,0,Unfurnished,0,0,0,0,7.01,4.68,9918000
Nagpur,Besa,Apartment,393.7,1,1,1,15,2,Semi-Furnished,0,1,0,1,7.85,8.13,1988000
Mumbai,Goregaon,Villa,1197.6,2,2,4,8,3,Unfurnished,2,0,1,1,5.02,4.32,33524000
Mumbai,Goregaon,Apartment,564.9,1,1,3,15,17,Unfurnished,0,1,1,1,7.56,5.24,10419000
Mumbai,Andheri West,Villa,2286.2,4,4,17,19,14,Furnished,2,1,1,0,9.23,8.59,106962000
Nagpur,Dharampeth,Apartment,471.5,1,1,7,9,3,Unfurnished,1,1,0,1,9.24,6.89,4767000
Nagpur,Manish Nagar,Plot,3414.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.5,2.26,11903000
Nagpur,Manish Nagar,Apartment,1945.8,4,4,0,3,0,Furnished,1,1,0,1,6.7,3.61,12548000
Mumbai,Chembur,Plot,3319.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.19,7.85,41977000
Pune,Hadapsar,Apartment,1469.6,3,2,0,4,0,Furnished,2,0,0,1,6.55,7.75,12578000
Mumbai,Panvel,Apartment,1973.6,3,2,3,6,23,Unfurnished,1,0,1,0,8.94,5.02,15630000
Mumbai,Chembur,Apartment,622.8,1,1,4,13,16,Unfurnished,1,0,0,1,7.48,6.32,13783000
Mumbai,Mira Road,Villa,1720.9,3,2,2,15,8,Furnished,2,0,0,1,6.44,5.51,24740000
Pune,Hadapsar,Villa,769.7,2,1,10,14,2,Semi-Furnished,2,1,1,1,7.4,5.26,10468000
Pune,Hinjewadi,Villa,577.9,1,1,3,3,0,Unfurnished,1,1,0,1,7.54,5.96,6794000
Nagpur,Ramdaspeth,Apartment,1431.3,2,2,4,4,6,Furnished,0,0,0,1,7.13,2.45,12799000
Pune,Baner,Apartment,3089.2,5,4,9,12,0,Furnished,1,0,0,1,7.68,5.41,47030000
Nagpur,Manish Nagar,Apartment,1235.3,2,2,7,11,0,Furnished,1,0,1,0,6.2,6.68,7416000
Mumbai,Mira Road,Apartment,1168.6,2,1,0,11,27,Furnished,2,1,1,0,4.3,6.8,13000000
Mumbai,Goregaon,Apartment,1682.2,3,3,5,9,6,Unfurnished,0,0,1,0,3.46,10.0,35848000
Pune,Hadapsar,Plot,1416.7,0,0,0,0,0,Unfurnished,0,0,0,0,8.98,4.08,8787000
Nagpur,Wardha Road,Villa,830.2,2,2,4,6,14,Semi-Furnished,1,0,0,1,8.2,1.42,5908000
Mumbai,Andheri West,Apartment,3266.8,5,5,4,15,6,Semi-Furnished,1,1,0,1,7.8,5.86,111962000
Nagpur,Manish Nagar,Villa,2061.8,3,3,2,2,4,Semi-Furnished,1,1,1,1,4.98,5.75,15395000
Mumbai,Malad,Villa,1782.2,3,2,6,10,10,Semi-Furnished,0,1,0,1,7.12,9.19,44593000
Nagpur,Besa,Villa,599.3,1,1,4,14,10,Unfurnished,2,0,0,1,5.96,3.61,3012000
Nagpur,Manish Nagar,Apartment,1886.9,4,4,0,1,6,Semi-Furnished,1,0,0,1,6.34,6.68,10423000
Nagpur,Civil Lines,Apartment,1385.7,3,3,17,20,2,Semi-Furnished,1,0,0,1,6.64,7.16,15593000
Nagpur,Manish Nagar,Villa,735.0,2,2,0,10,5,Semi-Furnished,0,0,1,1,4.26,4.45,5077000
Mumbai,Panvel,Plot,3324.5,0,0,0,0,0,Unfurnished,0,0,0,0,6.37,5.52,20567000
Mumbai,Mira Road,Apartment,1549.4,3,2,7,14,3,Unfurnished,0,1,0,0,3.59,9.57,17352000
Mumbai,Chembur,Plot,3448.2,0,0,0,0,0,Unfurnished,0,0,0,0,4.74,2.89,48437000
Nagpur,Kalmna,Apartment,1085.0,2,2,3,4,2,Furnished,1,0,0,1,7.55,4.03,3844000
Nagpur,Civil Lines,Plot,2254.5,0,0,0,0,0,Unfurnished,0,0,0,0,7.75,6.59,13978000
Pune,Wakad,Apartment,3332.5,4,3,17,22,2,Unfurnished,1,0,0,1,7.43,7.29,39266000
Pune,Baner,Villa,1707.7,3,3,3,5,4,Unfurnished,2,0,0,1,9.76,7.47,26213000
Nagpur,Dharampeth,Plot,4216.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.18,7.3,22643000
Mumbai,Chembur,Apartment,363.9,1,1,7,10,5,Unfurnished,0,0,0,0,4.94,7.28,7080000
Nagpur,Kalmna,Apartment,983.5,2,2,2,7,11,Unfurnished,1,0,1,1,6.06,9.55,3239000
Nagpur,Ramdaspeth,Apartment,675.7,2,1,0,12,10,Furnished,1,0,0,1,10.0,7.36,6662000
Pune,Hinjewadi,Apartment,1220.5,2,2,0,5,4,Furnished,2,0,0,0,6.38,7.3,11540000
Nagpur,Besa,Apartment,1891.6,3,2,1,10,1,Unfurnished,0,0,0,0,5.7,9.64,7811000
Mumbai,Powai,Apartment,1130.7,2,1,6,13,9,Semi-Furnished,1,0,1,1,10.0,4.31,31876000
Pune,Hinjewadi,Apartment,2218.4,4,4,1,7,0,Furnished,1,0,0,0,7.46,3.67,22199000
Nagpur,Kalmna,Apartment,826.7,2,2,7,7,10,Semi-Furnished,2,0,0,0,6.87,8.45,3266000
Pune,Wagholi,Villa,1132.8,2,2,1,1,2,Unfurnished,1,0,0,1,10.0,3.37,9629000
Pune,Kalyani Nagar,Apartment,937.8,2,2,1,3,0,Unfurnished,0,0,0,1,8.25,5.39,11997000
Nagpur,Manish Nagar,Villa,1719.1,3,3,3,17,0,Unfurnished,1,0,0,0,6.72,3.21,12625000
Mumbai,Andheri West,Apartment,1740.5,3,3,2,14,5,Unfurnished,1,1,1,1,7.75,7.88,57626000
Mumbai,Mira Road,Apartment,1473.9,2,2,8,9,7,Unfurnished,0,1,0,1,8.44,6.26,18587000
Mumbai,Chembur,Plot,1701.2,0,0,0,0,0,Unfurnished,0,0,0,0,4.6,6.33,32455000
Mumbai,Powai,Apartment,2721.7,4,4,11,14,14,Unfurnished,0,0,0,1,7.72,8.22,76905000
Pune,Wagholi,Apartment,1700.5,3,2,2,5,13,Semi-Furnished,0,0,0,0,1.87,8.87,9904000
Nagpur,Dharampeth,Apartment,1008.1,2,1,2,5,0,Unfurnished,1,0,0,1,7.19,9.46,8729000
Mumbai,Panvel,Plot,2814.1,0,0,0,0,0,Unfurnished,0,0,0,0,5.86,5.0,21972000
Nagpur,Wardha Road,Apartment,1693.5,3,2,0,1,6,Furnished,1,1,0,1,6.05,9.1,9870000
Mumbai,Goregaon,Plot,2499.1,0,0,0,0,0,Unfurnished,1,0,0,0,7.71,5.01,35272000
Pune,Hadapsar,Apartment,1836.3,3,3,10,11,1,Semi-Furnished,2,0,1,0,3.17,4.92,15975000
Pune,Kothrud,Apartment,1273.2,2,2,14,17,3,Semi-Furnished,1,0,0,1,7.7,5.82,16476000
Pune,Wagholi,Villa,2667.4,5,5,7,8,11,Semi-Furnished,1,1,0,1,7.56,8.51,21015000
Pune,Hadapsar,Apartment,1921.4,3,3,11,13,1,Semi-Furnished,1,0,0,1,4.91,7.4,17185000
Nagpur,Besa,Apartment,1380.6,2,2,5,5,13,Semi-Furnished,1,0,0,0,6.44,8.62,7610000
Nagpur,Kalmna,Apartment,826.2,2,2,0,1,3,Semi-Furnished,1,1,0,0,6.56,5.29,2571000
Nagpur,Besa,Apartment,1000.9,2,2,4,7,1,Semi-Furnished,1,0,0,1,6.41,5.02,5213000
Nagpur,Hingna,Apartment,983.8,3,3,2,3,14,Furnished,2,0,0,1,5.02,6.35,3810000
Pune,Koregaon Park,Apartment,1451.4,2,1,7,14,0,Unfurnished,0,0,0,0,9.02,6.58,21690000
Mumbai,Goregaon,Plot,3889.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.97,5.22,45309000
Mumbai,Panvel,Apartment,2393.6,4,4,8,11,5,Unfurnished,1,0,0,1,7.85,6.6,20109000
Mumbai,Powai,Apartment,1264.2,2,1,1,15,2,Unfurnished,2,0,0,0,6.29,7.0,40019000
Mumbai,Chembur,Apartment,545.2,1,1,4,11,2,Semi-Furnished,2,0,0,1,5.16,6.57,13839000
Mumbai,Andheri West,Apartment,469.0,1,1,8,12,0,Unfurnished,1,0,0,1,6.41,4.18,13261000
Nagpur,Manish Nagar,Apartment,1592.5,3,2,0,10,26,Unfurnished,2,0,0,1,7.25,7.15,7857000
Mumbai,Mira Road,Apartment,1572.4,3,2,14,16,3,Furnished,1,0,0,1,8.55,8.76,22096000
Nagpur,Besa,Apartment,1026.2,2,2,4,5,11,Unfurnished,0,0,0,0,7.47,4.2,4279000
Pune,Wakad,Villa,1372.5,2,1,1,10,8,Furnished,1,0,0,0,7.84,2.82,14611000
Nagpur,Besa,Villa,1726.8,2,2,8,13,5,Furnished,2,0,0,0,7.62,4.41,11490000
Pune,Wagholi,Plot,2584.4,0,0,0,0,0,Unfurnished,1,0,0,0,6.33,10.0,12348000
Mumbai,Powai,Apartment,1590.2,3,2,12,16,3,Furnished,1,0,0,0,4.37,8.9,50543000
Nagpur,Hingna,Apartment,486.1,1,1,4,4,5,Furnished,1,0,0,1,5.07,8.15,2073000
Pune,Baner,Apartment,1179.7,2,2,2,2,11,Unfurnished,0,0,0,1,7.24,8.59,15363000
Mumbai,Mira Road,Apartment,2323.6,3,3,14,16,1,Semi-Furnished,1,0,0,0,6.35,10.0,33439000
Nagpur,Ramdaspeth,Apartment,1288.6,2,1,4,7,23,Unfurnished,2,1,1,0,7.46,4.9,11189000
Pune,Wagholi,Apartment,1211.1,2,2,3,10,9,Furnished,1,0,0,0,7.65,8.42,6577000
Pune,Wagholi,Plot,1424.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.98,2.78,5469000
Nagpur,Wardha Road,Apartment,587.3,1,1,6,8,16,Unfurnished,1,0,0,1,4.44,3.51,2574000
Nagpur,Manish Nagar,Villa,2888.4,4,3,0,1,24,Unfurnished,1,0,0,1,8.45,6.31,17515000
Pune,Hinjewadi,Apartment,1304.9,3,2,3,4,2,Furnished,0,0,0,1,4.75,5.45,12238000
Nagpur,Besa,Apartment,1623.1,3,2,2,13,0,Semi-Furnished,1,0,0,1,5.02,4.92,7755000
Nagpur,Hingna,Apartment,2328.1,4,3,3,3,7,Unfurnished,1,0,0,0,6.1,7.37,7949000
Pune,Hadapsar,Plot,1940.6,0,0,0,0,0,Unfurnished,0,0,0,0,7.99,8.37,11479000
Nagpur,Besa,Villa,2018.4,3,3,13,15,2,Furnished,1,1,1,1,5.8,7.64,13884000
Nagpur,Civil Lines,Apartment,582.2,1,1,0,7,6,Unfurnished,1,0,0,1,4.42,2.37,4695000
Nagpur,Civil Lines,Apartment,936.8,2,1,2,4,5,Furnished,1,0,0,0,8.92,9.27,11002000
Pune,Baner,Apartment,1357.5,2,1,1,5,11,Unfurnished,2,0,0,1,6.46,6.7,14614000
Mumbai,Malad,Apartment,2513.5,4,4,2,5,5,Furnished,1,1,0,1,6.33,4.76,49739000
Pune,Kothrud,Apartment,1787.6,3,2,1,1,36,Unfurnished,1,0,0,1,5.34,3.09,15202000
Nagpur,Ramdaspeth,Apartment,2059.2,4,3,15,16,11,Semi-Furnished,2,0,0,1,8.24,4.75,16837000
Pune,Wakad,Apartment,1135.1,2,1,8,12,4,Semi-Furnished,1,0,0,0,4.55,4.34,11630000
Pune,Wagholi,Villa,648.4,2,1,10,13,0,Semi-Furnished,1,0,1,1,8.04,7.38,5323000
Pune,Hadapsar,Apartment,2097.6,4,4,0,2,0,Semi-Furnished,1,1,0,1,8.39,6.22,18798000
Pune,Hadapsar,Plot,1593.3,0,0,0,0,0,Unfurnished,0,0,0,0,6.22,8.48,8470000
Pune,Wakad,Plot,2801.9,0,0,0,0,0,Unfurnished,0,0,0,0,6.1,5.07,19180000
Pune,Wakad,Villa,1450.0,3,3,0,1,3,Semi-Furnished,1,0,1,0,5.68,4.84,17159000
Mumbai,Andheri West,Apartment,3896.7,5,5,0,10,0,Unfurnished,2,1,1,1,5.03,7.01,101914000
Nagpur,Besa,Apartment,786.3,1,1,10,14,0,Unfurnished,0,0,0,0,10.0,5.94,3489000
Nagpur,Besa,Apartment,1294.3,3,2,2,6,2,Unfurnished,0,0,0,1,9.03,5.01,6776000
Mumbai,Powai,Plot,2732.1,0,0,0,0,0,Unfurnished,0,0,0,0,5.86,4.47,45516000
Mumbai,Panvel,Apartment,1327.6,2,1,1,14,0,Semi-Furnished,1,0,0,1,5.4,5.97,11277000
Pune,Wakad,Apartment,1905.7,4,4,10,12,10,Unfurnished,1,0,0,0,4.04,9.0,16032000
Pune,Hadapsar,Apartment,1659.6,3,3,6,15,18,Semi-Furnished,0,1,0,0,6.84,3.52,11809000
Nagpur,Kalmna,Villa,2272.6,4,4,1,1,7,Unfurnished,1,0,0,1,7.8,4.84,8793000
Nagpur,Wardha Road,Plot,2738.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.72,5.21,13953000
Pune,Wagholi,Plot,3408.9,0,0,0,0,0,Unfurnished,1,0,0,0,8.0,7.37,14929000
Nagpur,Besa,Apartment,2084.7,3,2,1,1,3,Unfurnished,1,0,0,1,10.0,8.01,9718000
Mumbai,Mira Road,Apartment,3026.5,5,4,5,12,0,Unfurnished,1,0,0,1,8.81,6.56,37812000
Nagpur,Kalmna,Apartment,914.0,2,1,1,6,2,Unfurnished,1,1,1,0,6.02,3.28,3008000
Mumbai,Andheri West,Plot,2258.6,0,0,0,0,0,Unfurnished,1,0,0,0,3.65,5.76,40441000
Pune,Hinjewadi,Apartment,2026.4,3,2,3,4,9,Semi-Furnished,0,0,0,0,5.14,5.87,16941000
Nagpur,Kalmna,Apartment,1274.5,2,1,1,1,0,Unfurnished,1,1,0,1,6.68,4.89,5330000
Mumbai,Powai,Apartment,1134.2,2,1,4,16,18,Unfurnished,0,0,0,1,8.71,6.76,29223000
Nagpur,Manish Nagar,Apartment,907.8,2,1,3,3,12,Furnished,2,0,0,1,7.65,5.14,5713000
Nagpur,Kalmna,Apartment,320.0,1,1,1,7,8,,1,1,0,0,5.04,8.43,991000
Nagpur,Besa,Plot,2122.2,0,0,0,0,0,Unfurnished,0,0,0,0,6.27,10.0,6918000
Pune,Wakad,Apartment,1006.8,2,1,5,10,6,Semi-Furnished,1,0,1,1,4.99,5.91,11324000
Mumbai,Panvel,Apartment,1423.7,2,2,6,12,10,Unfurnished,1,1,0,1,8.2,6.61,16013000
Mumbai,Chembur,Plot,2508.1,0,0,0,0,0,Unfurnished,1,0,0,0,4.47,6.02,36558000
Mumbai,Chembur,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,8.11,5.33,12748000
Nagpur,Wardha Road,Apartment,2871.0,5,5,2,8,21,Semi-Furnished,1,0,0,1,9.83,5.34,18275000
Pune,Kalyani Nagar,Plot,3356.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.76,6.32,33216000
Mumbai,Powai,Apartment,1050.9,2,2,2,20,8,,1,0,1,1,8.83,7.99,28360000
Nagpur,Besa,Apartment,920.0,2,2,3,15,6,Unfurnished,0,0,0,1,9.08,2.8,3900000
Nagpur,Civil Lines,Apartment,1407.9,3,3,0,5,2,Unfurnished,0,1,0,1,8.24,7.19,12860000
Nagpur,Civil Lines,Apartment,1234.4,2,2,0,1,1,Semi-Furnished,2,0,1,0,8.91,5.15,14165000
Nagpur,Manish Nagar,Apartment,1761.4,3,3,0,1,1,Semi-Furnished,2,1,1,1,6.78,8.92,11682000
Mumbai,Panvel,Apartment,1540.5,3,2,9,11,0,Unfurnished,1,1,0,0,4.18,4.58,14188000
Mumbai,Panvel,Apartment,483.0,1,1,16,18,6,Unfurnished,1,0,0,1,4.22,6.01,4867000
Nagpur,Wardha Road,Apartment,1760.2,3,3,1,8,31,Unfurnished,2,1,0,0,4.16,5.38,8431000
Nagpur,Ramdaspeth,Villa,1928.8,3,2,1,3,1,Unfurnished,0,0,0,0,7.57,8.53,22989000
Mumbai,Malad,Apartment,1468.2,2,1,2,10,0,Unfurnished,1,1,0,1,5.44,7.94,26017000
Pune,Kalyani Nagar,Apartment,978.6,2,1,1,1,3,Furnished,1,0,1,0,6.52,8.61,17241000
Pune,Wagholi,Apartment,2021.6,3,2,8,9,1,Unfurnished,2,0,0,0,6.05,7.94,13993000
Nagpur,Civil Lines,Apartment,1263.9,2,1,0,1,5,Semi-Furnished,1,0,0,1,2.71,4.94,11779000
Nagpur,Dharampeth,Villa,2001.1,3,3,4,4,5,Unfurnished,1,1,0,1,4.57,5.6,21264000
Pune,Koregaon Park,Apartment,1161.8,2,1,0,1,28,Semi-Furnished,0,1,0,1,5.25,6.98,14601000
Mumbai,Malad,Apartment,1164.7,3,3,7,12,28,Semi-Furnished,0,0,0,1,6.19,6.96,17467000
Mumbai,Goregaon,Villa,2368.2,5,4,9,14,0,Semi-Furnished,1,1,1,1,5.98,4.86,61018000
Nagpur,Manish Nagar,Plot,1857.4,0,0,0,0,0,Unfurnished,0,0,0,0,6.49,5.26,6002000
Mumbai,Powai,Apartment,1713.7,3,3,0,14,21,Unfurnished,0,1,0,1,5.75,6.0,40716000
Nagpur,Besa,Apartment,2114.7,4,4,0,1,13,Unfurnished,2,0,0,0,5.24,9.21,8799000
Mumbai,Malad,Apartment,768.7,2,1,2,5,5,Unfurnished,2,1,0,1,6.27,5.9,14891000
Pune,Hinjewadi,Apartment,750.1,1,1,7,12,24,Unfurnished,1,0,0,1,5.97,6.7,5525000
Pune,Hinjewadi,Apartment,658.8,1,1,5,14,0,Unfurnished,1,1,0,1,5.32,9.82,6579000
Nagpur,Hingna,Apartment,2340.7,3,2,2,6,6,Semi-Furnished,0,0,0,1,7.51,10.0,10598000
Nagpur,Manish Nagar,Plot,2328.5,0,0,0,0,0,Unfurnished,0,0,0,0,4.03,7.48,7961000
Pune,Kalyani Nagar,Apartment,577.5,1,1,4,10,5,Unfurnished,1,0,0,1,7.1,8.53,7936000
Pune,Koregaon Park,Apartment,1524.4,4,3,0,9,6,,0,0,0,0,6.33,2.86,23560000
Pune,Hadapsar,Plot,3515.8,0,0,0,0,0,Unfurnished,0,0,0,0,6.43,6.45,18320000
Pune,Wakad,Villa,1697.0,3,3,6,7,4,Semi-Furnished,1,1,1,1,5.65,4.57,18514000
Mumbai,Goregaon,Apartment,2007.7,3,3,14,16,0,Unfurnished,1,1,0,1,8.39,4.5,46863000
Pune,Wakad,Apartment,2277.4,3,2,3,6,1,Furnished,0,0,0,0,7.37,5.41,23817000
Mumbai,Goregaon,Apartment,1195.4,2,2,8,9,1,Semi-Furnished,1,1,0,1,8.0,5.38,29831000
Pune,Baner,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,7.84,7.85,6364000
Mumbai,Bandra West,Apartment,2062.9,4,3,3,6,9,Furnished,0,1,0,1,9.0,7.8,84628000
Mumbai,Bandra West,Apartment,1698.1,4,3,7,8,2,Furnished,2,0,0,1,6.61,9.08,80907000
Nagpur,Hingna,Apartment,320.0,1,1,1,7,0,Unfurnished,0,1,0,1,6.42,3.32,1018000
Pune,Koregaon Park,Apartment,1012.9,2,2,8,11,10,Semi-Furnished,2,1,0,1,6.62,7.13,15524000
Pune,Hadapsar,Apartment,1890.3,4,3,1,7,11,Semi-Furnished,1,0,0,1,5.54,10.0,15610000
Mumbai,Malad,Plot,4737.9,0,0,0,0,0,Unfurnished,1,0,0,0,9.96,10.0,75625000
Nagpur,Kalmna,Villa,1539.2,3,3,1,4,25,Furnished,0,0,0,1,5.85,6.63,6307000
Nagpur,Kalmna,Apartment,625.9,1,1,10,10,6,Unfurnished,1,0,0,1,6.32,7.55,2042000
Nagpur,Besa,Apartment,3407.3,5,4,2,18,7,Unfurnished,2,0,0,1,6.07,5.78,13616000
